,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_bin,nr_cat,nr_cor_attr,nr_inst,nr_norm,nr_num,nr_outliers,num_to_cat,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,n_pcs,rv,lid_mean,lid_median,lid_std,lid_kurtosis,lid_skew,lid_entropy,lid_hist0,lid_hist1,lid_hist2,lid_hist3,lid_hist4,lid_hist5,lid_hist6,lid_hist7,lid_hist8,lid_hist9,rc_mean,rc_median,rc_std,rc_kurtosis,rc_skew,rc_entropy,rc_hist0,rc_hist1,rc_hist2,rc_hist3,rc_hist4,rc_hist5,rc_hist6,rc_hist7,rc_hist8,rc_hist9,elapsed_time(secs)
base23_4000,0.0040044255082455895,0.0005405402516349927,3.906888340456499,0.0,0.008,0.0,0.04699476869376816,0.03361055421089285,2.7698770516754494,1.9858091144028485,58.968164982649554,19.55362695938764,,,,,125.0,11.077338010212939,0.47472496993362256,-0.39801637067209306,0.0915347404905827,8.20476818081649,0.34689050997407983,24.701408620293478,1.485706039505787,0.09096023908259424,0.441923996468288,0.07482591113854675,0.5096065781436369,-24.105770341860673,2.0452074365782176,32.0,0.0,0.0,0.0,4000.0,1.0,32.0,31.0,,48.807178962154154,2.8213572467421977,7.67617377621694,0.21437655136315437,0.00781807087771872,0.05057607943271372,0.0,0.0,0.07636902694557404,0.47054885714500516,58.968164982649554,3.3011706353254753,27.0,0.111260958211885,10.331762992211896,10.092123761534577,2.3311797965895886,1.3243013641683223,0.8784393945665901,4.580666940420642,0.1,0.21,0.2,0.22,0.16,0.05,0.04,0.0,0.01,0.01,0.9081517721598328,0.9096007714139368,0.017847257439777997,-0.32351300062973604,-0.2465791136805316,4.604976734386844,0.02,0.04,0.08,0.14,0.14,0.16,0.22,0.12,0.06,0.02,1.1485366821289062
base23_8000,0.002594475175676153,0.00033562200710186694,4.247926601246766,2.335920384501438e-07,0.004,0.0,0.04608535332715669,0.032561160518514494,2.707692541554196,1.9181829878124859,58.78477877998144,19.059253816394605,,,,,250.0,11.044922833549839,0.47915312866085674,-0.3950742325756896,0.07426758318162353,8.186509298393187,0.3513692878119404,25.240140699921724,1.497419286544533,0.08623737010819325,0.4258087770236114,0.04935572127965434,0.49390670656587066,-25.06271483720854,2.097913719965157,32.0,0.0,0.0,0.0,8000.0,0.0,32.0,31.0,,50.30285553713026,2.5728940944808296,7.664145609756576,0.2170793877209916,0.01089318021045136,0.04511896819265236,0.0,0.0,0.06731330953993411,0.45463195657510785,58.78477877998141,3.3376252606329135,27.0,0.11059279833534894,9.733189697966935,9.266627180046568,3.0133956699011697,2.31738120047575,1.1598919483754369,4.560134826005634,0.09,0.19,0.29,0.15,0.16,0.06,0.04,0.0,0.0,0.02,0.8980141802862436,0.9016121061040924,0.028078206548702186,0.488376007972255,-0.6577126300914444,4.604677735593176,0.03,0.02,0.03,0.07,0.13,0.18,0.24,0.16,0.12,0.02,1.2946979999542236
base23_500,0.012941546175776485,0.0031055570663673414,2.8073203201603487,0.0,0.064,0.0,0.055812137540306436,0.04065275013061588,3.2962970715703883,2.3806040810643,59.26714141332255,23.367998638480284,,,,,15.625,11.159907488165878,0.8346693019016419,-0.46267663977602363,0.16895634960186492,8.286871588953163,0.6300753015608551,20.850791871017833,2.117517206094063,0.1462891205262591,0.6250900415235365,0.019274180516891767,0.7941841826280801,-20.52309658219557,2.1040384493000315,32.0,0.0,0.0,0.0,500.0,15.0,32.0,12.0,,41.37388845321341,2.842897893345464,7.693905058179803,0.2706577298889566,0.058545281946172645,0.0952132020975036,0.0,0.0,0.06903843806144735,0.673239808406715,59.26714141332251,4.168667109501537,27.0,0.11213659170821226,12.832525628369849,12.683394607260356,1.5586893013272136,0.1864199680347713,0.7610192524925402,4.597969226932047,0.06,0.2,0.2,0.17,0.14,0.09,0.08,0.02,0.03,0.01,0.9267683213223972,0.9267680405039982,0.007805161221126037,-0.5920498003938959,0.27130908315986024,4.605134747692602,0.03,0.06,0.17,0.18,0.17,0.11,0.11,0.11,0.03,0.03,0.9955739974975586
base68_999900,0.00019478724825544556,9.868518089715611e-05,6.629356620079611,0.0,8.000800080008001e-06,0.0,0.0745975217886398,0.05204397544192632,9.950976289351436,7.119836104219886,132.03084912595287,35.61461107856155,,,,,124987.5,15.643066748421028,0.6317279475477554,-0.06941191999064333,0.04211187447303631,11.593073186111404,0.4671967713397655,52.430452636353614,1.7022904334576978,-0.2244559792111322,1.3056611370877134,-0.26432859298242134,1.402613413232734,-53.12714259600881,2.800962856250371,8.0,0.0,0.0,0.0,999900.0,3.0,8.0,8.0,,105.55759523236243,3.751136187078793,11.484029563299469,0.41115046285383844,0.014351690359689598,0.05759495517196908,0.0,0.0,-0.2537482243869663,1.374691301988591,132.030849125953,9.228868167408526,7.0,0.2493086440076889,8.540262223522099,8.451967306155531,0.9732951375573896,0.9204140982234136,0.6507936827965272,9.2039575178947,0.0175,0.1442,0.3292,0.3008,0.1412,0.0458,0.0162,0.0037,0.0012,0.0002,0.8935668039932283,0.8936654870733701,0.010666120940389741,0.07489195544247851,-0.021195559953286446,9.210269119935358,0.0006,0.011000000000000001,0.0486,0.1444,0.2727,0.2895,0.1663,0.0539,0.0113,0.0017,47.14573693275454
base77_1000000,0.00010837778319530043,1.1268180914445603e-05,6.629356620008923,0.0,8e-06,0.0,0.02499553989029735,0.017078537421783686,3.3578918498049366,2.3094912248815813,134.08485893547243,12.064747879844834,,,,,125000.0,15.779086203004724,0.2769403292436305,-0.07757399528653258,0.02379848516658536,11.696830423248631,0.20489427196813342,53.99981284423191,2.5636948192484046,-0.13814548049272984,0.3609510215145187,-0.1583143259129754,0.4010444584399213,-52.916039780371065,1.9275480650556929,8.0,0.0,0.0,0.0,1000000.0,7.0,8.0,8.0,,106.91585262460298,4.030352673553499,11.57850550740826,0.1623722368564007,0.00939685247824917,0.017300148678218264,0.0,0.0,-0.15436482519565273,0.38827278634509427,134.08485893547245,3.7694257855393873,8.0,0.24942794853419925,8.555220276414527,8.460542968299482,0.9850693394568072,1.4429530627163487,0.7374244776126354,9.203842466258353,0.0055,0.1163,0.3702,0.3344,0.1276,0.0349,0.0084,0.0018,0.0007,0.0002,0.8937018049482817,0.8937174887184984,0.01068312511676963,0.1885259575306817,-0.005016249626903522,9.210268918554512,0.0002,0.0029,0.0226,0.1092,0.2736,0.3347,0.1913,0.0552,0.0091,0.0012,47.918816566467285
base66_999900,0.01680182625058271,0.003080465001956349,6.629356620079611,0.0,8.000800080008001e-06,0.0,0.30484634233247093,0.2041508043851829,9.962961369260293,7.146289860743762,33.07117850009344,35.70744638243741,,,,,124987.5,8.986943833832976,2.374089776513776,-1.0155886521479969,0.4061537015718608,6.426024987633365,2.0429778395779525,12.659227721804402,1.303282548411504,-0.2273589660490949,1.3077558407123888,-0.4332483022867937,2.2373616359293362,-12.498004723931956,1.610117175381501,8.0,0.0,0.0,0.17857142857142855,999900.0,0.0,8.0,1.0,,25.157232445736355,2.3843685285485208,5.685288705098811,0.9249993604750515,0.09016446736789864,0.4767058170651451,0.0,0.0,-0.45824230260446763,1.9008461672704975,33.07117850009347,9.325906762179818,5.0,0.17688357839268756,8.469039714037587,8.356134740014898,1.0350737257308822,2.0718216588543266,0.9237909298969992,9.20307390007816,0.0105,0.1884,0.4095,0.2741,0.0865,0.0225,0.0058,0.0017,0.0009,0.0001,0.8925690359063446,0.8924681454523002,0.011274510344192813,0.1706164486561197,0.10824175916701896,9.210260623883956,0.0002,0.0066,0.052000000000000005,0.177,0.3118,0.2866,0.1249,0.034,0.0057,0.0012,25.607882499694824
base26_8000,0.002665936896431084,0.00043532033060319537,4.247926584514186,2.1873975818369713e-07,0.016,0.0,0.046174057651120155,0.03463693806504042,2.689005865908538,2.0292689371922266,58.19879272816152,38.25497307379985,,,,,62.5,10.969010870318217,0.4759747630087086,-0.38016177080157676,0.07677082096399183,8.125436991341505,0.35237706515368683,25.326008535140915,1.606567145346786,-0.0854835550328155,0.5545579323045929,-0.10779338935480597,0.7003404093416883,-25.584840010060404,1.9530068786451689,128.0,0.0,0.0,0.0,8000.0,0.0,128.0,128.0,,50.91084854520132,2.615777653525159,7.625782534494343,0.21586455890708967,0.00948938420464385,0.06707828964331644,0.0,0.0,-0.09902543033732315,0.6411482470954295,58.19879272816148,3.2978991061865335,98.0,0.05526844534135916,4.875119806814034,4.787230684760628,0.6371074688442654,0.7478269348461573,0.8200589960639691,4.5968573481414845,0.06,0.2,0.23,0.18,0.16,0.09,0.05,0.01,0.01,0.01,0.8176277030577046,0.8174164400962636,0.020117386478688368,-0.47335547541542894,0.21252012738567927,4.604867944450379,0.03,0.08,0.15,0.17,0.17,0.14,0.14,0.08,0.02,0.02,1.7970101833343506
base26_2000,0.006131940461626916,0.0009060871803473263,3.58495672608224,8.91668328702847e-16,0.064,0.0,0.0485693089393405,0.03656634342140418,2.8334859855334265,2.1468292165795795,58.321859048304205,40.36700543087276,,,,,15.625,10.981583128483512,0.5261158166196216,-0.3820974887479524,0.10338838661037188,8.131745536386768,0.38805214817962236,23.56960316741957,1.8177987569096898,-0.09787269349164023,0.5576042441970711,-0.12183396730960744,0.7363358524801931,-23.48984733191441,2.112967184099809,128.0,0.0,0.0,0.0,2000.0,10.0,128.0,121.0,,47.05945049933398,2.918016066360071,7.63356769351021,0.22561245713386727,0.007579832817434359,0.08115378716749827,0.0,0.0,-0.10565832326760945,0.6545587730340204,58.32185904830416,3.459094998360618,95.0,0.05480898529054687,12.756359163185135,12.355258882644415,2.1893531241344184,0.9105729065492584,0.9387334751694356,4.5909951870675805,0.04,0.15,0.28,0.17,0.18,0.07,0.05,0.03,0.02,0.01,0.9292399694480428,0.92850503618039,0.010432203282137118,-0.15493939539034018,0.07329738096865505,4.605107181259768,0.01,0.03,0.08,0.12,0.25,0.15,0.22,0.04,0.07,0.03,1.267723798751831
base26_4000,0.003948072455821253,0.0005295282903219354,3.9068883404564976,1.3375024930542705e-15,0.032,0.0,0.04693455872291083,0.035375248480750195,2.731780446529232,2.0713569026781355,58.157993259116225,38.92633015035546,,,,,31.25,10.95857318703922,0.4750682433361006,-0.3795009713668095,0.08678320249560141,8.118265745156872,0.3542240792222143,24.33911739448618,1.8547409709131017,-0.09473881975734227,0.5627825469561726,-0.101421692828756,0.7044087611068356,-24.60132237920952,2.000465459806402,128.0,0.0,0.0,0.0,4000.0,1.0,128.0,126.0,,48.9404397736957,2.795043499269282,7.62309199546398,0.2163966909882523,0.004677232716010561,0.06931207832204458,0.0,0.0,-0.10105497676002653,0.6481818159424758,58.157993259116175,3.305198396691532,97.0,0.055873514422253606,8.006998332432266,7.832706998487668,1.1971893033120218,0.7755215879689965,0.8092013574888889,4.594302583649418,0.03,0.08,0.09,0.3,0.21,0.13,0.05,0.04,0.04,0.03,0.8889048206664415,0.8884425708201535,0.01475509484566841,0.4988201741984613,-0.1260097419453699,4.605032301204859,0.01,0.03,0.03,0.1,0.15,0.32,0.16,0.09,0.05,0.06,1.4722337722778318
base26_1000,0.008966560017264412,0.0015951591007148547,3.169908074407676,4.536105898078347e-06,0.128,0.0,0.051524817499196456,0.03923366500962394,2.9859584705610374,2.2939060319593345,57.912582877063,42.80414185248735,,,,,7.8125,10.932752548952227,0.6119569527754204,-0.3894189258197879,0.13242484741903787,8.102591837007813,0.45401005093621005,22.27651527664186,2.3062306553130996,-0.07791028612909962,0.6113754539554203,-0.08483421867933384,0.8134508308253199,-22.293039811310454,2.2807580209512723,128.0,0.0,0.0,0.0,1000.0,36.0,128.0,90.0,,44.56955508795231,3.5830696248688705,7.605144364007903,0.27376560749691337,0.0031563447198253254,0.08700732301367678,0.0,0.0,-0.08705021676501551,0.7085791901827658,57.912582877063016,4.183235399848426,92.0,0.05294749711448882,20.3273730507826,19.93238541584148,3.890085835390217,1.1870224404647756,0.602887448976972,4.587157770351917,0.02,0.09,0.19,0.25,0.19,0.18,0.05,0.01,0.01,0.01,0.9536672378219008,0.9539862055050814,0.008146321474186556,1.1873176782567016,-0.719647794860138,4.6051336256088815,0.01,0.01,0.02,0.05,0.14,0.19,0.23,0.26,0.07,0.02,1.1738524436950684
base26_500,0.012794819578367695,0.0033816763112357665,2.8073203201603496,8.91668328702847e-16,0.256,0.0,0.05786888860237189,0.04399029895307468,3.3440904213549003,2.571158509143852,57.75480296236269,47.984074522177245,,,,,3.90625,10.93149807483653,0.726919999606688,-0.4087046093544182,0.15364254305621652,8.108262480229701,0.5430918889810088,20.91519599484416,2.2816771835424694,-0.07453240749726198,0.6987665123183585,-0.08300840753188558,0.8844478478721913,-20.89430016987893,2.0832967161112053,128.0,0.0,0.0,0.0,500.0,76.0,128.0,68.0,,41.809496164723086,3.170905231392214,7.592569084974463,0.32946269176132537,0.007161307449355728,0.10664489200050425,0.0,0.0,-0.08070337253511467,0.7947494325044456,57.7548029623627,4.996951278133179,86.0,0.05465872083074591,23.53654570256928,22.68925158739745,4.2893166367405655,0.2779158085302851,0.6233384310087384,4.588937931578832,0.1,0.21,0.21,0.13,0.15,0.15,0.02,0.02,0.0,0.01,0.9590892682385882,0.958936548761404,0.006533252318459711,-0.7295996844896577,-0.06035941453635276,4.605146981181695,0.03,0.07,0.11,0.17,0.14,0.14,0.15,0.14,0.04,0.01,1.1072845458984375
base26_9900,0.002291821162757564,0.00028188731701780164,4.392316627985592,8.91668328702847e-16,0.01292929292929293,0.0,0.045993396714683665,0.03454954198019288,2.6784156607222007,2.0241134812462724,58.19294708137346,38.121661790624515,,,,,77.34375,10.971774095391453,0.4718506607983416,-0.38163940751905234,0.07550260691196592,8.126805110994926,0.349623658826003,25.671097415128592,1.633362027591312,-0.08948966222005997,0.554227142026129,-0.10840888348599233,0.7006922415517447,-25.949894674140438,1.8646808524737968,128.0,0.0,0.0,0.0,9900.0,0.0,128.0,128.0,,51.62099208926903,2.4849238562899263,7.625460118674486,0.21368620131694288,0.008607042924808439,0.06638202512116963,0.0,0.0,-0.10178949903653306,0.6416889719748399,58.19294708137343,3.2625987863573065,98.0,0.05526290765253487,4.585951895520261,4.430763042618086,0.8478532740778839,4.557804342048303,1.6826958566305557,4.589323277284935,0.06,0.28,0.39,0.1,0.09,0.05,0.01,0.01,0.0,0.01,0.8013561455820102,0.7996910755352072,0.028184507775152693,0.5110778287828683,0.4549989029199193,4.604554546009184,0.01,0.02,0.14,0.18,0.31,0.16,0.08,0.08,0.01,0.01,1.94520902633667
base57_999900,9.67978462428072e-05,1.2905640912886585e-06,6.629356620079611,0.0,8.000800080008001e-06,0.0,0.0007654811291743808,0.000655262118222654,0.0007649285543070151,0.000654469462258036,0.9995519608902169,0.003128597694499648,,,,,124987.5,1.3491852991606788,0.0017061581929543118,-0.0009106605406836166,0.0058346312886737445,1.0001750485075145,0.0012661543915758397,6.743718053472328,3.08742220755059,2.02672621652887,3.05804541654669,2.027127531891593,3.057612171646936,-2.834490567879616,3.0091593951973743,8.0,0.0,0.0,0.0,999900.0,7.0,8.0,8.0,,9.578208621351944,0.14874579967753349,0.999775757924634,0.000671677167576068,-0.0016556873261339168,0.0023476344410033154,0.0,0.0,2.0269081210320037,3.057975550993208,0.9995519608902168,0.0013427344679432193,8.0,0.09576727077640293,8.549516121730449,8.44404388233875,0.9815120822222916,1.0977345921933992,0.7102047365874871,9.203877076805467,0.0028,0.08199999999999999,0.3233,0.3547,0.1663,0.0525,0.013999999999999999,0.0035,0.0007,0.0002,0.8936549633619117,0.8936551810792268,0.010685836036064931,0.14740613470037678,0.004494418161505618,9.210268877564847,0.0006,0.0016,0.0197,0.0985,0.2528,0.3322,0.2123,0.0693,0.0119,0.0011,70.33371448516846
base34_32000,0.0009376143424107664,4.09864298084682e-05,4.954196180789987,0.0,0.004,0.0,0.004486529623553136,0.003356643114111798,0.004485030194422532,0.003355904183022763,0.9996447353387734,0.06378378366361105,,,,,250.0,1.3494066242101421,0.008807994809702801,-0.0017183417357646003,0.02506164828685447,1.0003511738953312,0.0065797980782410755,4.088905501487959,5.68423765214167,-0.029243400975245963,5.700218994356116,-0.029606896659642362,5.700548225193106,-4.215304319003975,5.75156765102337,128.0,0.0,0.0,0.0,32000.0,125.0,128.0,128.0,,8.304209820491934,0.41603834805468654,0.9998158741803327,0.0036131798340103926,-0.0008783512764051272,0.01290059421040908,0.0,0.0,-0.02930644013476809,5.700335029719595,0.999644735338773,0.007226137054767895,114.0,0.015162261847497397,54.49190411717437,54.20502663387294,5.328858247822718,0.40713662063035816,0.4011910936496386,9.205596963852633,0.0042,0.0795,0.2935,0.3635,0.1921,0.0552,0.0102,0.0016,0.0001,0.0001,0.9817822811049419,0.9818530936589556,0.0017387379560832995,0.04070868443117348,-0.1896996204987573,9.210338803574796,0.0003,0.0032,0.0247,0.1005,0.2424,0.341,0.2197,0.0618,0.0061,0.0003,8.07630443572998
base34_1000,0.007945326101464154,0.001337606707919183,3.16991325307057,6.504308638069431e-06,0.128,0.0,0.025437416504968544,0.019198388307396487,0.02557332744358585,0.019311703472738747,1.0061132324215598,0.3655392952259242,,,,,7.8125,1.344596233725879,0.0529220972047856,0.02414764983058024,0.15859411272812585,0.9960664812238702,0.038828742347330414,3.2050808535759208,5.688131549292227,-0.03217811988970454,5.7008198317084355,-0.032833711488122475,5.699292940104356,-3.3302065104786163,5.699534865350484,128.0,0.0,0.0,0.0,1000.0,117.0,128.0,128.0,,6.535287364054536,0.49606999055053874,1.0027865256581356,0.023164814590343252,-0.0029808799971853188,0.08456089281672824,0.0,0.0,-0.03213164072050236,5.699474287714833,1.006113232421559,0.04665744964913741,105.0,0.015087650852525404,36.75139442495263,36.33142563578056,3.74947526214455,0.5592288733339665,0.9232725142973568,4.6001007001529715,0.17,0.21,0.15,0.19,0.09,0.1,0.03,0.03,0.02,0.01,0.973161680318912,0.9731431418413776,0.002513548040925109,-0.3946681244608361,0.4768694881083482,4.6051668517446975,0.08,0.16,0.17,0.11,0.2,0.09,0.1,0.03,0.04,0.02,1.17120099067688
base34_2000,0.005601351276188127,0.0008171598470430932,3.58495672608224,8.91668328702847e-16,0.064,0.0,0.017753166330128273,0.013306153719683196,0.01774914222680946,0.01332241055357504,0.9998682238810829,0.2531712053482944,,,,,15.625,1.343317571825828,0.035931000861506954,0.002548649127630531,0.10815827011827094,0.9962870730677882,0.0268184566965666,3.425460734758314,5.751474471456988,-0.030097047249832712,5.703514557615459,-0.03075484667834965,5.702711623398479,-3.4672133404521874,5.724726183933668,128.0,0.0,0.0,0.0,2000.0,120.0,128.0,128.0,,6.8926740752105005,0.5037499017971786,0.9998031296148231,0.01624771682723917,-0.0023180702722143494,0.05818662983909134,0.0,0.0,-0.02970658879695269,5.702000859046013,0.9998682238810825,0.03249714096671349,109.0,0.014930418232784109,41.78624064929184,41.24467351577764,4.171055244514534,0.3939594820985337,0.2491053369546537,4.600201574689307,0.02,0.01,0.08,0.2,0.29,0.17,0.13,0.06,0.03,0.01,0.9763331355429448,0.976276125314558,0.002352092552208519,1.3142314744064685,-0.5224316829312217,4.605167282856387,0.02,0.0,0.01,0.06,0.17,0.21,0.24,0.19,0.07,0.03,1.273141622543335
base34_99900,0.00044979923268740566,1.3296248044326802e-05,5.523561926564919,1.783336657405694e-15,0.0012812812812812813,0.0,0.0025177118932118545,0.0018977897857814174,0.002516302606930091,0.001896744607736515,0.9994303245739806,0.03593821526179405,,,,,780.46875,1.3486127526990295,0.004872764952420699,-0.0005786207616691012,0.013714234186010834,0.999745149375368,0.003627464091995339,4.3811072829915965,5.701519049516206,-0.030201299708538194,5.700546541840846,-0.029953471071008722,5.700807274152374,-4.426994024981333,5.722248260406423,128.0,0.0,0.0,0.0,99900.0,124.0,128.0,128.0,,8.80810130797293,0.3693050165497351,0.9997125587885634,0.0022726028709012945,-0.00046478656447546774,0.007328755612944912,0.0,0.0,-0.030182055577691498,5.700604543266383,0.9994303245739806,0.0045438255496106,115.0,0.015175444485108497,59.92830997898702,59.56024191307984,5.935994411869452,0.37293271145155016,0.3941599984394363,9.205473108764947,0.0116,0.0984,0.28,0.3264,0.1918,0.0699,0.0184,0.0027,0.0006,0.0002,0.9834084331598816,0.983464080270832,0.00160709370403965,0.08440371213551989,-0.2082651770242745,9.210339036505335,0.0023,0.0116,0.0474,0.1354,0.2545,0.2971,0.1822,0.0597,0.0092,0.0006,27.696775674819946
